,title,lyrics,label
159,Rape Me,friend im one im one im one im one hate friend im one im one im one im one inside ill kiss open youre gonna burn friend im one im one im one im one good,Sadness
160,What Do You Think?,need night ill take take need night cant stay im sure find way need night lips getting im sick dog ill say youre sick think think everyone around mad go along road feeling dont want slow days need night let show see work see rest see play im sure better back think couldnt live without everything mad go along road feeling dont want slow run hard lose breath one thing dont want know days still always stay still,Tension
161,Little Red Wagon,love big said ill youll ill ride moon guess cant ride little red front broken cant step know aint im like oh heaven help thats youre tryin slow stone im babe guess cant ride little red front broken cant step know aint im like oh love big live ive got long hair play go road shit wanna dog aint yall love aint guess cant ride little red front broken cant step know aint im like,Tenderness
162,One Draw - Original Version,wanna get high high wanna get high high wanna get high high wanna get high high one draw one draw one draw one draw hey hey say give mi sense hey hey say give mi sense long taste looking place thing could find mind came see could like said send straight head wanna feel high high high high high wanna feel high wanna feel high high high one draw one draw one draw one draw one draw one draw one draw one draw hey hey say give mi sense hey hey say give mi sense give mi mek mi dance long long time mi feel nice im really feeling good wont come rock feeling cause like said gone straight head im feeling high high im feeling high high im feeling high oh high high im feeling high im feeling high im feeling high high high one draw like one draw one one draw like one draw one hey hey say give mi sense hey hey say give mi sense hey hey say give mi sense hey hey say give mi sense cause like said goin straight head im high high yes im high high high high one draw one draw one draw one draw,Tension
163,Them Never Love Poor Marcus,never love never love never love poor never love oh never love never love never love poor till sell fe didnt know would days like man yeah chorus men like burn fire chorus till one sell didnt know would days like yeah chorus men like burn fire fire fire lord chorus black man come together forever,Tension
164,Redemption Song,old yes took hand made strong hand generation wont help sing songs freedom cause ever songs songs none free fear cause none stop time long shall kill stand look say part weve got wont help sing songs freedom cause ever songs songs songs none free whoa fear cause none time long shall kill stand look yes say part weve got wont help sing songs freedom cause ever songs ever songs songs freedom songs freedom,Tension
165,Like A Hurricane,thought saw bar light star star far across moon saw eyes turn watch fire like theres eye im getting away somewhere stay wanna love im getting away away away away im dream could anyone loving lips feeling time away us trip like theres eye im getting away somewhere stay wanna love im getting away away away away away away away away dream could anyone loving lips feeling time away us trip like theres eye im getting away somewhere stay wanna love im getting away,Tenderness
166,I Ain’t tha 1,ice think could give money get hair done whats wrong hair right well know get done every need done look tell like aint one one get like see im street know whats thats women im happy im goin em know im girls fly step em listen kid learn today see think cause got face walk say ya doin see im know ya gotta play cool cause catch youll get get money son next thing know youre getting hair done fool let show em comes got bad give take run money watch heart break drop like bad cause brother money yo gotta though gets none cant ice girl cause aint one got get brothers money honey cause aint got money cant nothin get face know mean girl aint nothin right got sometimes used wonder hell get fine girls number hes getting tell girl minute yo drive wont think ride walk leave love show im say im cause im thats know girl brother like one thing think wont bring goin cause youll take want wild thing want huh im thinking king take get cant ice hate see dont go girls like big start comin done lay girl cant play girl aint one dont care look got money aint gettin none yeah make em think gonna get play mind bit get money oh ice money give money cause know im looking nothing like father girl cant means getting took gold money something times ten shes nothing get mad put lets see man blind cause fine big behind pay mind keep money homie got enough game youll get name number without going cant leave em love stay em used get play stay behind cause said one get feels dumb homies thats get trying play money dont feel used dont give huh damn try ice like many times say cause go get gun girls learn dont burn think im aint one said love dont see doin like love yeah love money got wanted beat,Tension
167,Cherry Oh Baby,oh oh baby oh oh baby dont know im love dont believe true else long ive waiting come right together please make joy come oh oh oh oh oh oh oh oh oh oh yeah yeah yeah yeah yeah yeah yeah yeah oh oh baby dont see im love dont believe dont try never let never make wear say love well babe ill oh oh oh oh oh oh oh oh oh oh yeah yeah yeah yeah oh oh baby dont see im love dont believe dont try never let never make wear say love well babe ill oh oh oh oh oh oh oh oh oh oh yeah yeah yeah yeah yeah yeah,Tenderness
168,Part Of The Furniture,ill ill id bill youd id angel ride youre fall id son though ill ill id never saw dreams freedom say words could id angel ride youre youre tired,Tenderness
169,I’m So Lonesome I Could Cry,hear blue fly train low im could cry ive never seen night long time goes moon went behind hide face cry ever see die like hes lost live im could cry falling star lights sky wonder im could cry,Sadness
170,Searching with My Good Eye Closed,good eye hear says says blue across eyes im way im way looking pass side side sky sky sky ground good eye took ride would take wrong would make right make right looking put way way sky sky sky ground good eye good eye stop youre trying mind stop youre trying kill time death since born dont remember half time im im lost im way way sky im way sky im way sky im way sky im way sky im way sky im way im way sky sky way way sky sky sky sky sky,Sadness
171,Poor Me,found right behind lies wish never saw eyes poor never told long id living dark one turned light fell broke heart poor poor poor poor keep looking back poor poor white black see still cant believe leave love another tried face far inside cant shake stupid poor poor poor poor keep looking back poor poor white black see still cant believe leave love another know get better oh never wish never everything would way poor poor poor poor oh poor poor keep looking back poor poor white black see still cant believe leave love poor another,Sadness
172,Ruby Tuesday,would never say came yesterday dont matter gone sun bright night one knows comes goes goodbye could hang name change every new day still im going miss dont needs free shell tell way cant life lost goodbye could hang name change every new day still im going miss theres time lose heard say catch dreams away time lose dreams lose mind aint life goodbye could hang name change every new day still im going miss goodbye could hang name change every new day still im going miss,Sadness
173,Child’s Play,niggas went game best believe shes fucking niggas shes fucking somebody shes game right right yeah say shit like woah yeah shit like woah know like take get new girl thats play shit like woah woah woah woah woah heard know like take get new girl thats play shit like woah yeah shit like woah gotta fight know love go say im cant take nowhere place drive go dont need know go took tried hide cant drive put find yes real good dont like dont make give back hood dont make give back say shit like woah yeah shit like woah know like take get new girl thats play shit like woah woah woah woah woah heard know like take get new girl thats play shit like woah yeah shit like woah yeah dick like like like like yeah yeah got yeah dont wanna fall love know im someone trust know give like know knew friends way many girls bed say number one thats head lot past like got fun city love like running back gon end im took hood could never give back wanna let know someone love back like im shit im getting ready dick like like like dick like like like dick like like like stick stick stick stick stick stick stick stick stick stick stick stick thank baby motherfuckers tired tired im tired,Tension
174,Yellow Ledbetter,said wanna leave saw wanna leave yeah wanna wish away called said want said call reason leave know said dont know im oh yeah see yeah dont wave see round front way know know dont want stay make cry see dont know theres something else wanna away oh said dont dont know im oh yeah see yeah dont wave see round front way know know dont want stay,Sadness
175,Speak Life,pray pray wonder ones ya know speak life live life day life try life way keep head stay even pain love never til game keep dont whats never sell like way jah fire thats thing theyre street lights till dem catch street cause street put end life feel like keep making seems like life give one day may find rise youre youll make people many theres many lets face man way much time man fighting war life every baby born man like dem big dont care theyre making cant take speak life man dont feel right man,Tenderness
176,Too Many Friends,im piece away walking home last left say got many friends many people ill never meet ill never ill never cause ill never could give away come back like stone got reason blame pain feeling alone im whats people day phone ill never,Sadness
177,No Role Modelz,first things first rest peace real father ever knew get bitch ima better made way back listen even back broke ill king talk nigga one time la one time la hoes niggas cant tell one time nigga know dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna im right speak couldnt find one last night gettin feet bitch swear god make call girl tell hey whats good sorry im never comin home ima stay good hang phone lay came fast like white aint got bout think im im rich cause bitch got said nah without thought back back better started bitches bitches back could get without wasnt one time la one time la hoes niggas cant tell one time nigga know dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna want real love dark love love leave love aint gotta wonder thats kid love nigga dont want bitch hoes back five hoes fuck em kick em nigga know go think didnt rap would back takin let wear leave ima need back nigga know go one time la one time la hoes niggas cant tell one time nigga know dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna theres old saying know says fool fool cant get fool one time fool cant put blame fool three times fuck peace let rain fool one time fool cant put blame fool three times fuck peace let rain young young long im left hoes hand bitch couldnt along young could never take home im left hoes face cause know song pussy deep pussy deep pussy deep pussy deep dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna dont save dont wanna,Sadness
178,Rock and Roll,long time since rock long time since ooh let get back let get back let get back baby come long time long time long lonely lonely lonely lonely lonely time yes long time since love cant tears life love carry back carry back carry back baby come long time long time long lonely lonely lonely lonely lonely time seems long since making cant work right open arms arms open arms baby let love come running long time long time long lonely lonely lonely lonely lonely time oh yeah oh yeah oh yeah oh yeah long time long time long lonely lonely lonely lonely lonely time,Sadness
179,Triumph,yall thought yall wasnt gonna see im shit forever motherfuckers like niggas lets like ima ass lets take back bomb cant shine blind see gold rap like black take war hit floor die hard control blow like rock got live block world like never learn play game life standing land jump gun fire got back line fire holding back fuck niggas theyre tryna bad bad got like bad blood smoke blow want think think aint got tell coming heart tried true voice talking tell story walking take kid run brother kid run cant get thought mine take free ride thought got yall god burn sweet slow slow day war us hell bomb full sky arms sound step make blood ground death kiss another hold music music rich kill picture well sing song ring couldnt hold us thousand men one nigga stay gold like like top make feel like bust right heart like fat getting like im fucking war many save million went back another heart close ones niggas get song thats heard million miles away came one come pay high takes light mind blind dumb death one save self none yo yo yo fuck look niggas back like black drink green bitches never heard got whole body like sound thousand dollar hands like get fly hold fuck ill bad black came like earth million miles first wave thats gun mouth talk thoughts make man child walk new york word blow see yall number one pick beat god god see god white gold play god slide made em jump like,Sadness
180,Doggy Dogg World,get motherfuckin moment small break niggas hoes shit taking bitches eat money hoes know im saying bitch like never never tell bitch like bitch without like without youll never go hey give light nigga like welcome yall west motherfucker name yall niggas know yall niggas shit got somethin old somethin new yall tonight put hands together snoop dogg dogg like everywhere everywhere go im motherfuckers trying flow aint cause see homie put game door niggas like hope get seems still got put gun away run away cause im back hit em get em em tell whats going make wanna cause come known break take clothes trying motherfuckin hoes hoes ill get think got bomb cause im big dogg ill motherfuckin niggas better see im coming still til die ask world g crazy world dogg world well give bitches ill fuck seen homie snoop dont im get like aint something talk shit im whole fuckin block dont sweat check im like youll never find nigga behind ya clear way im coming cant see im g like fuckin hoes like see green aint wanna see im coming la used chill dre ever use ho show get kick im im like bad cut house shoes smoke fuck shit gets kick check im runnin hoes must hoes call way war im head hit light shit like red really dont know fuckin cant im goin like crazy world dogg world dogg party night long til til dont stop dont dogg drop motherfuckin cut check flow hoes fat dick til die im still bitches aint shit im daddy known city im shit g break see tell thats fuck want get high promise smoke til day die crazy world dogg world,Tension
181,Let Sleeping Dogs Die,theres speak may speak cant let die deep deep heaven knows earth reason past fast forever took hands turned cant let die dark know theres love lost reason talk faith talk one took never knew could bring game whos blame gets harder time put trust please let die let die let die let die,Sadness
182,With Arms Wide Open,well heard today seems life going change eyes pray tears joy face arms open welcome place ill show everything arms open arms open well dont know im ready man ill take breath ill take side stand weve life arms open welcome place ill show everything arms open everything ill show love ill show everything arms open open one wish one hope hes like hope take life hold hand world arms open arms open welcome place ill show everything arms open everything ill show love ill show everything arms open arms open,Tenderness
183,If Everyone Cared,watch sky stars never youd mine tonight singing im alive im alive singing im alive everyone nobody everyone loved nobody everyone see day nobody im singing im alive im alive air light paradise well show world wrong teach sing along singing im alive im alive singing im alive everyone nobody everyone loved nobody everyone see day nobody everyone nobody everyone loved nobody everyone see day nobody nobody lie stars small could love like world could everyone nobody everyone loved nobody everyone see day nobody everyone nobody everyone loved nobody everyone see day nobody see day see day nobody see day see day nobody see day nobody,Tenderness
184,Before I Leave,wanna give yeah yeah leave feel moment never leave show act like never want end meet dry take leave yeah dont need body something leave leave feel moment never leave show act like never want end oooh let carry kitchen let youve aint got time leave oh new lose let take away leave yeah yeah dont ill make sure get enough girl last thing mind im make call name leave leave feel leave moment never leave show act like never want end dont want end oh oh oh show love oh oh show love oh girl leave feel leave call name leave feel,Tenderness
185,"A Jah, Jah - Original",love love peace love love love little love brother says love says love life hearts strong love cant go wrong say love love oh say love people say love love oh love come children love train love rise arms name turn brother make wrong good youve done say brother says love says love say love love peace love love try buy money honey pull eyes another love love brother says love says love people say love love say love even babe love jah call youth cause theyre strong dont give first good things shall say love good hate tell pray tell one love peace love brother say love,Tenderness
186,Hard Times,hard times like watch dont let catch go dont let go got money youre stuck ground turn around get ready keep eye hard times hard times hard times coming town stay dont let get tell times hear times hard work know right hard times got ill tell dont day work need dollar every day hard times hard times hard times take trip keep dont hard times nothing new im gonna use strong like like hard times hard times life hard times death im gonna keep fighting last breath hard times hard times hard times hard times hard times hard times,Tension
187,Sensemilia,blow ah uh first front ah di ah di mek di police ah run di police get clean one draw gun di ask mi fe hear hear clean gun inna di seh pass mi di ah weh one draw started another draw started ah next draw started get one seh say call name draw fe yuh fe ah draw fe yuh fe ah draw fe di one yuh fe draw fe di di start di boom da di seh di di inna di di judge di work nuh di hear mi star big blow back first front ah di ah di mek di ah get clean gun mi one draw di ask mi fe ah rather ah country cut ah mek im right play one di,Sadness
188,Reckless,mess second every dream everything ever oh yeah im ive like fool control let hand fire left dead loving way know im must wasnt worth didnt looking eyes soul inside crying crying crying im ive like fool control let hand fire left dead loving way know im must anyone else run run run run anyone else done done done done anyone else away fast put past cause baby im ive like fool control let hand fire left dead loving way know im must,Tenderness
189,From This Moment On,swear ill always id give anything everything always care better love every beat heart moment life moment one right moment moment live love id give last breath moment give hand heart cant wait live life cant wait start never apart dreams came true moment long live love promise nothing wouldnt give moment youre reason believe love youre need two us dreams came true moment long live love promise nothing wouldnt give moment love love long live moment,Tenderness
190,I Want To Stroll Over Heaven With You,good things come love id ask king im sure would want heaven day away well things new want heaven many long see time us making know come morning together well stand new heaven,Tenderness
191,Art Of Seduction,skin beautiful im know shes man im mind shes got knows use get wants body shes well well makes want want want want want want shes want want want want way gets makes feel hot inside baby let ride like things dont got going crazy baby baby baby knows use get wants body shes well well makes want want want want want want shes want want want want want want want want like,Tenderness
192,Plug Tunin (Last Chance to Comprehend),next number id like world music first time around didnt understand new style speak dont worry fix right dont come well good one two one two one two one im im move like never like wind flow called called let style sit kid soul fire first dont let kick big see three like man said brother know dance play girls well start la soul dance called one two one two one two one two cause brothers brothers soul new every last known two teach truth youth bring end flow cause say top rise set get fat soul one step moon yet soul found called believe strong trying live best say style whats stop sit cause isnt first watch cause sing song keep strong though heard crying aint think try youre watch cause try youll cant make stay ready,Sadness
193,Millie Pulled a Pistol on Santa,soul nothin times made sound around time even yeah anyone id pop like bring watch thats one made wanna take mean man id love make guess father must got feelin mean time one knew game yo whats youve someone must could always found youre world youre come think face look around hes done ground really cool matter school trip bring us play old child ya got best anyone could cool yeah ways got home inside would would give head room tried real hard let hell happen would yo man school man whats guess time told us sick would see em child home face earth gonna got home found tried call hey ya doin sorry tried call honey line guess ill head call sick said ask would make seem minute wanted talk said go hit dead upon wanted know could get aint would need one said wanted one style look honey dont care kick five theres way might ya wouldnt youre mad hes school need play like hes someone would go get somewhere else yeah say go ya self little time wait brother wish time back mother im like ask whats says give people hes hell hes none kids could understand cause could see girl said didnt mean things mind could nothing,Sadness
194,Ocean Front Property,leave wont miss wont ever take back girl wont ever cause dont love youll buy got front front see sea got front youll buy ill throw free dont ground walk never thats wont follow try find cause dont love youll buy yeah youll buy ill throw free,Tenderness
195,Strange Glue,us together came apart said place mine weve still got time along dont right tonight please leave alone sleep sound body around ill smile yes ill smile theyre taking cannot sleep keep im meet end night never comes dont right tonight please leave alone sleep sound body around ill smile yes ill smile theyre taking cannot sleep keep im oh end night never comes ill smile end night never comes ill smile smile smile theyre taking ill smile end night never comes never comes,Sadness
196,Home,told go know like home yeah like home cant say hey man im kid saw lie eyes couldnt hide cause like home yeah like home oh well home aint id call im pain gets much one blame standing fool set life fire guess id rather alone house thats home pain hearts cause thousand miles apart ive got one blame cause shes waiting back home hope shes waiting back home stupid think could blame drink im trying making someone back home hope theres someone back home oh well home aint id call im pain gets much one blame standing fool set life fire guess id rather alone house thats home walk door theres light anymore must known along wrong cause theres one home ones waiting back home well home aint id call im pain gets much one blame standing fool set life fire guess id rather alone house thats home,Sadness
197,Dive Bar,well turn bottle drink another round heres best bad oh need jump river gonna deep end bar cause youre loved left lost lonely one whos ever thinkin broken heart find hide heres big old falling stars gonna deep end bar yeah happy never thats way story goes bar wear heart going yeah happy never thats way story goes yeah never way got em let em bottom doesnt matter gonna deep end fine yall come deep end bar,Sadness
198,A Million Ways to Die,come eyes ive got need dont try open west theres million ways die cut many ways cut theres million ways die hundred one sun fall live like really aint million ways die bigger god good theres million ways die ever hear cry eat theres million ways die theres back got kick dont chance million ways die,Sadness
199,Country Boy,saw walking turned around im going maybe help full id take cause im country boy got drive bed ill take ride city streets country get need go cause im country boy sure look good sitting right ill take five wind slow way right town im country boy got drive bed ill take ride city streets country yeah get need go cause im country boy big red cause im country boy loud music gets real good let know getting close slide head road cause im country boy got drive bed ill take ride city streets country get want go cause im country boy take deep cause im country boy got drive bed ill take ride city streets yeah get need go cause im country boy yeah im country boy got drive bed ill take ride city streets country get want go cause im country boy yeah im country boy ah im country boy nice little country boy,Tenderness
200,My Best Friend,never one could ive let many times tired tired till life feeling id never known first time didnt feel alone youre could never another make feel way oh get fall love every time look dont know id without life makes sense youre best friend youre best friend oh yeah stand believe like nobody ever world goes crazy youre right save make see much still touch oh look eyes make love youre could never another make feel way oh get fall love every time look dont know id without life makes sense youre best friend oh youre best friend youre could never another make feel way oh get fall love every time look dont know id without life makes sense youre best friend youre best friend best friend youre best friend best friend,Tenderness
201,Express Yourself,dre yo man lot brothers scared kick ice man youve doin dope aint chance show em time dre want im full im living cause dont get straight like im blame ice says gets got dope beat make think cause dont flow like one know wont one two im dont try sing drop well im even makes still yo dont smoke cause known give brother mic dont nothing making dont another come getting back thats easy dre back new made aint like follow words style yo end watch brother saying dope help theres im crazy see people wants way go know say kill forget rap pop home scared use yeah want wont hear none rather little say take stand show go looking hear say hell know aint long make come heart cause wanna start move big part aint flow aint like full theres little bit show got mind like em start got might bottom get dre mic getting yes im know need like heres dre hes good start cause stay like im need straight got see dre dj mic ask like like getting tonight cause aint good wont come,Tension
202,Satisfy My Soul,oh please dont rock dont rock dont want dont rock oh please dont rock dont rock dont want dont rock im oh like like like like like like keep like like like know know like like like like like like like like like like like ooh yeah like like soul soul soul soul soul every little soul theres soul oh cant see youve done oh yeah happy inside time new corner feel like meet around corner round corner make feel like whoa child cant see must believe oh im calling calling cant see wont believe oh im calling calling calling calling calling calling meet around corner oh said baby never let hold make feel right yes hold made feel right soul thats want thats ill take soul,Tenderness
203,Shotgun Willie,around hair got family well cant make aint got nothing say cant make aint got nothing say cant play music dont know nothing play around hair got family five hell man made lot money family plan around hair got family,Sadness
204,Gin and Juice,im nigga one yall niggas got bad motherfuckin breath oh man baby baby shit baby get motherfucker somethin nigga get somethin eat dog nigga long wrong nigga much kind hard snoop way keep comin shit like every day may kick little something make two still cause aint home got bitches livin room gettin aint till wanna shit got full turn lights close dont love hoes yeah gon smoke hoes motherfuckers rollin street back mind money money mind rollin street back mind money money mind got everybody got aint shit time got get fool gotta get mine everything fine dog got music words speak take drink street get bitch used lady oh bitch tell bitch please cause gets none dogg feel im rollin street back mind money money mind rollin street back mind money money mind day homie dre came fat ass made shit aint back sit yeah im fucked aint im still dre got bitches city top cause bust im dont get girl thats goes dont love hoes im door ill rollin street back mind money money mind rollin street back mind money money mind rollin street mind money money mind rollin street mind money money mind,Sadness
205,Norwegian Wood (This Bird Has Flown),girl say room isnt good stay told sit looked around wasnt time wine two said time bed told morning started laugh told didnt sleep alone fire isnt good,Tenderness
206,Good Cop Bad Cop,turn break em yeah good cop good cop rollin bad cop doin boy turn blood fly give damn fuck shot clean cop clean cop fuckin dirty cop dont act like yo ass never heard clean cop clean cop rollin mean cop still tryna act proud know mean cop might need tried blow like em bitches try hit ground hit earth mind bust make yo ass hit kill west black fuck black white aint right good cop good cop bad cop bad cop lie send another young brother send another young chill black police white cop white police black cop black police white cop white police black cop cop fuckin crazy cop always bout new case got cop cop cop cop fuckin high cop dont even try cop aint find high hold nigga im make mad thats get dont touch come throw hands whats still wanna bust full try get nigga cmon black police white cop white police black cop black police white cop white police black cop good cop good cop bad cop good cop hell nigga bitch truth told blue fuck like know let go black lives matter cause wanna matter mind thing face fuckin taste fuckin place hate fuckin judge fuckin case motherfucker black police white cop white police black cop,Tension
207,I Can See Clearly Now,see rain gone see way gone dark blind gonna bright bright bright bright day gonna bright bright bright bright day oh yes make pain gone bad ive gonna bright bright bright bright day ooh look around theres nothing blue look straight theres nothing blue see rain gone see way ive gonna bright bright bright bright day gonna bright bright bright bright day going bright bright bright bright day gonna bright bright bright bright day gonna bright bright bright bright day gonna bright bright bright bright day gonna bright bright bright bright day,Sadness
208,Niggaz 4 Life,brothers word nigga dont know thats black nigga nigga nigga thats hear motherfuckers talk nigga want keep think bit aint nigga fuck shit everything come mouth got word fuckin way talk women motherfuckers doin black motherfucker got kids dont want em fuck niggas motherfuckers need stop call nigga proud call nigga ask well motherfuckers wanna run dope yo say im good gave niggas wouldnt go gave em dope corner could show came gave name life streets head game make black go get shot hes put rest call nigga ask guess way shit back young gettin murder fuck cause proud speak loud help nigga get yo motherfuckers want stay im motherfucker see one best rap music gettin like motherfucker young brother dont give fuck another yeah call nigga ask police always wanna every time im rollin swear car make get face street throw shit car front million white motherfuckers back like shot call nigga ask mouth motherfuckin bitch bitch nigga nigga mean gettin fat gettin say shit makin makes call nigga better goin river get called nigga broke motherfucker away cut yo guess ill nigga life niggas theres hell gonna go nigga nigga nigga nigga nigga nigga please im like fuckin say call nigga quick cause reach pull bigger dick yo nigga say nigga cool say nigga nigga fuck gotta fast nigga never last nigga ill beat yo ass nigga city see first hear im real keep shit straight murder streets get live see know think im fuckin youre motherfuckin right yo cause im nigga life love niggas love niggas love niggas niggas love love niggas niggas life nigga nigga im black another mean im motherfucker em runnin see dont give fuck nothin gettin gettin bitches find time say niggas stay niggas house niggas get quick gotta fat dick motherfuckin aint gonna change motherfuckin call nigga cause skin wont call nigga cause shit im motherfuckers around thats reason wanna ask call aint none fuckin cause ill let go get get cause nigga life youre nigga til die youre nigga youre nigga youre rich nigga youre rich nigga never stop nigga get nigga see cant change cause nigga life im nigga hes nigga shes nigga niggas wouldnt like nigga,Tension
209,Miss You,ive holding long ive alone lord miss ive phone ive alone want kiss ooh ooh ooh ooh well ive sleep youve dreams lord miss child ive waiting waiting call phone friends mine say hey whats matter man come around girls thats meet bring case wine hey lets go mess fool around know like used ah ah ah ah oh everybody long oh baby long wont come come ive singing dark people think im crazy feet street people whats matter boy sometimes want say sometimes say ooh ooh ooh ooh wont miss child guess im one else lord wont miss child youve mind time wont miss baby yeah ah ah lord miss child ah ah lord miss child ah ah,Tenderness
210,Lost Cat,lost street black white go ill come without fight im sick words come head im proud sit time things thought said im home truth left long time turn play though youve caught im proud sit saying everything never sure take want grow theres always tomorrow id rather smile fall matter go ten men love street walk free turn play anything ever wanted youre im strong enough carry gonna see,Sadness
211,Still Remains,bed live bed sleep making love feet oh id oh know ill pick song sing take ill drink water leave die ask bring friend pick hold breath away hand share laugh love still sweat feeling oh id oh know ill pick song sing take ill drink water leave die ask bring friend pick hold breath away things listen well drink wine save water skin oh id oh know ill pick song sing take ill drink water leave die ask bring friend pick hold breath away,Tenderness
212,Signs,im sure see dont fuck shes looking eyes dont see oh dont think boy leave alone ooh nigga aint g likes way roll aint g know hit dogg know hes come baby tell tell need wanna got best aint nobody cant get something go wrong know get im sure see dont fuck shes looking eyes dont see dont think boy leave alone oh oh yeah nigga aint g likes way roll aint g g got get friend right yeah aint trying bring men right shit aint gotta could get high im sure see dont fuck shes looking eyes dont see dont think boy leave alone oh oh yeah nigga aint g likes way roll aint g ever gotta youll youll see take nigga dont young dont know youre dont know youve lost shes gone til shes gone got pretty face wild aint snoop dogg style im sure see dont fuck shes looking eyes dont see oh dont think boy leave alone ooh nigga aint g likes way roll aint g ooh hey ooh hey,Tenderness
213,Apparently,oh right oh oh keep head high got carry dont know freedom want dreams keep faith strong ask lord follow ive dont know call ima want baby oh ima want nigga fuck cause right wrong song like alone think back home thing like home ive ever known mama im sorry left alone new york city getting going could strong could know could tell girl damn put ways loves like though dont always show love like love need better wish could live forever could time together love mama keep head high got carry dont know freedom want dreams keep faith strong ask lord follow ive dont know call believe believe believe thank oh another day another ho another day another time today feeling right got two bitches keep never sure words would take niggas eat em shit never give nigga please best friends really make great watch came niggas cant wait one see nigga aint nigga im hot dog catch couldnt stars moon im sitting hood bitch like waiting cause without wouldnt know shit gave dont forget phone going niggas niggas swear hard im taking like big ass getting head like easy keep head high got carry dont know freedom want dreams keep faith strong ask lord follow ive dont know call believe believe believe thank oh,Tenderness
214,Gangsta Gangsta,ah shit man black wonder fucked today motherfucker gun fire got pull side right man fuck motherfuckers yo dre give right heres little somethin nigga like never let ice would like say im crazy around way since youth im takin life two thats hell dont like im livin well fuck im man fuck minute right left right left say everywhere go say damn fuckin dont care dont say sayin yeah straight bottle look like kid lookin life aint nothin bitches money cause im nigga thats last fuck ill put ass see dont give fuck cause keep yo fuck thats theyre motherfuckers hear say house niggas start cause know know whats started lookin bitches big like keep got stop aint nothin see niggas dont like em said whats first nigga saw hit started time got door dont said lets start shit got heres takin niggas boom boom boom yeah look see niggas runnin back time go like wanted cause im nigga thats last fuck ill put ass see dont give fuck cause keep yo fuck thats theyre hell tell feel dont hold fuckin thing back homies around roll deep see nigga real slow know got scared hit right knew smoke ass rollin couldnt catch said fuck right back bitches didnt get play niggas crazy scared said fuck bitch goin hood find somethin else get like pussy call rat nigga nothin ice go stupid im full might still wont lose im cause im nigga thats last fuck ill put ass dont give fuck cause keep yo fuck wait minute wait minute cut shit man gon gonna right go way back far goin back way back go somethin like heres little like yet hard hit ice cold runnin shit well im one theyre talkin nigga tried roll police tried roll time go away real slow back top cause im dont smoke motherfuckers like aint bitches know im talkin want fuck want fuck see dont really take shit let tell motherfuckers youre fuckin cause im nigga thats last fuck ill put ass dont give fuck cause keep yo fuck thats theyre hell fuck anything gets way thats theyre hell call motherfucker talk yo ways,Tension
215,Far away,ha ha love love yeah love love yeah star never gave love away always hold jah put together let one break im far away always love love love even im far far away never give love away put ive got give cause never never even thought love keep true yeah love hold us rest jah yeah share world whats mine girl want live jah put together let one break im far away always love love love even im far far away never give love away give love share baby oh share share joy know much care yeah theres one else cant ha ha know real jah put together let one break im far away yeah always love love love even im far away yeah yeah never give love away love love yeah love love girl star never give love always hold put together one break im far away always yeah love love love even im miles away never never give love away,Tenderness
216,Mr. Clean,wake mr clean piece one love leave catch catch train morning rain mr clean mr clean see street look away cause dont ever want catch looking mr clean cause hate get chance ill fuck life mr clean mr clean seen dreams pretty young girls anyone want please dont forget kind cause ill make think stick face getting blue went miss times right proud mr clean mr clean mr clean mr clean,Tension
217,Mama’s Broken Heart,cut kitchen name til called pain dont know next know couldnt stop word got around phone started hear saying aint gonna dont matter feel look go fix make girl break run hide crazy start like lady cause better gotta keep together even fall apart aint broken heart wish could little like went leave holding fire show theres nobody else blame cant get keep sometimes gotta make mama came generation get save little face go fix make girl break run hide crazy start like lady cause better gotta keep together even fall apart aint broken heart line lips keep em eyes never let em see cry go fix make girl break run hide crazy start like lady cause better gotta keep together even fall apart aint broken heart,Sadness
218,"Dazed, Beautiful And Bruised",ive got work cut blue see tell youve hell wear well time change hand dream one day ill find one lives inside mind feel way weve used beautiful beautiful blame one way street cause come think youll find blind turn lies dream one day ill find one lives inside mind feel way weve used beautiful theres nothing nothing left lose beautiful,Tension
219,Stay With Me,part time im line theres smoke fire one floor lips heaven stay lay lay side stay lay take deep inside lay stay lay stay stay us dreams speak days another place moon speak time another face would cry love stay lay lay side stay lay take deep inside lay stay lay stay stay ill laugh ill dance dont ask tears go joy love hold night touch light shine love tonight mine stay lay lay side stay lay take deep inside lay stay lay stay stay,Tenderness
220,In the sweet bye and bye,theres land day faith see father way us place sweet shall meet beautiful sweet shall meet beautiful father love days sweet shall meet beautiful sweet shall meet beautiful shall meet beautiful,Tenderness
221,Orange Crush,follow dont follow ive got ive got dont ive got ive got free ive fun time coming fast follow dont follow ive got ive got dont ive got ive got free ive fun time coming fast high blood another one came tonight coming youre home would stop hell like heaven knew knew every back road every stop follow dont follow ive got ive got dont ive got ive got free ive fun time coming fast high blood another one came tonight coming youre home high blood another one came tonight coming youre,Sadness
