,title,lyrics,label
689,Too Hot,everybody listen up cause im about to get my speak on fools be trippin when its time to get their freak on runnin round town puttin it down without no protection for they erection when its time for selection whats your direction before you make a choice you betta do some inspection if you dont know my aim and dont know my game then let me explain now aisha slept wit mark and mark slept wit tina and tina slept wit javier the first time he seen her javier slept wit loopy and loopy slept with rob cuz he was rollin on beads and had a good ass job rob slept wit lisa who slept wit steve and steve was positive hiv what started off as a plan ended up in the plot ya betta cool ya ass off cause its too damn hot ohohh its too hot too hot too hot lady too hot gotta run for shelter gotta run for shade its too hot too hot too hot homie too hot gotta make some sense from this mess that we made youre doin everything momma told ya not to do now youre tryin to walk away cause ya know its true your sister cant explain and your brothers ashamed to admit you both have the same last name i dont have to ask you where youve been cause the matches in your purse say holiday inn a mind is a terrible thing to waste that was the slogan but now its ninetyfive and its dont forget the trojan explained it to her momma before somebody get her gotta hip her to the game of those smooth talkin niggas love is the word seldom meant but often heard latex safe sex you better learn or get hip to the facts before you react or end up in a box on your back sometimes you ask for what you want and get what you got dont get caught up in the plot its too damn hot ohohh its too hot too hot too hot lady too hot gotta run for shelter gotta run for shade its too hot too hot too hot homie too hot gotta make some sense from this mess that we made another day in the city and oh what a pity even though we did our duty things are still lookin shitty everybody in the pack stacked tryin to make some scratch walkin in the rain but they aint got no hat understand how we livin in the nineties loc nuclear waste cannibalism and pistol smoke sex lies videotape and rape just a little bump n grind can seal your fate we need to do something drastic shit is gettin tragic and if you dont believe me then go ask magic everybody an they momma preachin abstinence these kids aint checkin for abstishit so put a condom in they hand and hope it dont bust another victim of the lust in god we trust what started off as a plan ended up in the plot water cant cool it off cause its too damn hot ohohh its too hot too hot too hot lady too hot gotta run for shelter gotta run for shade its too hot too hot too hot homie too hot gotta make some sense from this mess that we made ohohh its too hot too hot too hot lady too hot gotta run for shelter gotta run for shade its too hot too hot too hot homie too hot gotta make some sense from this mess that we made ohohh its too hot too hot too hot lady too hot gotta run for shelter gotta run for shade its too hot oh yeah thats it jt thats how we do it right there,Tension
690,Brown Sugar,gold coast slave ship bound for cotton fields sold in the market down in new orleans scarred old slaver knows hes doing alright hear him whip the women just around midnight brown sugar how come you taste so good uh huh brown sugar just like a young girl should uh huh oh woo drums beating cold english blood runs hot lady of the house wonderin when its gonna stop house boy knows that hes doing alright you shoulda heard em just around midnight brown sugar how come you taste so good now brown sugar just like a young girl should now yeah ah get on brown sugar how come you taste so good ah got me craving the the brown sugar just like a black girl should yeah ah and i bet your mama was a tent show queen and all her boyfriends were sweet sixteen im no schoolboy but i know what i like you shoulda heard me just around midnight brown sugar how come you taste so good baby ah come down brown sugar just like a young girl should yeah i said yeah yeah yeah woo how come you how come you taste so good yeah yeah yeah woo just like a just like a black girl should yeah yeah yeah woo,Tenderness
691,Don’t Fence Me In,oh give me land lots of land under starry skies above dont fence me in let me ride through the wide open country that i love dont fence me in let me be by myself in the evening breeze listen to the murmur of the cottonwood trees oh give me land lots of land under starry skies above dont fence me in let me ride through the wide open country that i love dont fence me in just turn me loose let me straddle my old saddle underneath the western skies on my cayuse let me wander over yonder till i see the mountains rise i want to ride to the ridge where the west commences gaze at the moon until i lose my senses oh give me land lots of land under starry skies above dont fence me in let me ride through the wide open country that i love dont fence me in,Tension
692,Leaving to Zion,if tomorrow i was leavin to zion then i wouldnt stay a minute more cause dis ways of life jah jah children livin let anyone hurt them souls so the pagan not who divide the jah jah children soon or later you will see divided theyll fall cause some a rob some a loot some a shoot some a rob some a loot some a shoot some a rob some a loot some a shoot tell you them a rock some a loot some a shoot ii the happy warrior slave returnin with good news today from my jamaican people to my african nation woh oh oh yeh heh if tomorrow i was leavin to zion then i wouldnt stay a minute more dis ways of life i am livin let anyone hurt them souls if tomorrow i was leavin to zion then i wouldnt stay a minute more cause dis ways of life jah jah children facin let anyone hurt them souls why left struggle ii been through is with the counter fi blackman who betray his homeland through the metal call money and it is very funny i philosophy did inspired ii to track mount zion way if tomorrow i was leavin to zion then i wouldnt stay a minute more cause dis ways of life i am livin let anyone hurt them souls oh yea ay ay my culture is growing stronger and i hope i never surrender you take the lion from the flag of afrika because you want to pray to the dragon oh no no no,Sadness
693,Come Come,oh jah rastafari help us one and all come mek we say what we have to say come along come mek we do what we have to do come on come mek we say what we have to say need more strenght to fight this struggle need more strenght to fight this struggle come mek we say what we have to say come along come mek we do what we have to do come on come mek we say what we have to say come mek we do what we have to do say your own say in your way say your own say in your way come mek we say what we have to say come on come mek we do what we have to do come along come mek we say what we have to say come on come mek we do what we have to do mek we say what we have to say mek we do what we have to do mek we say what we have to say mek we do what we have to do your mind and your thought should be clean your mind and your thought should be clean come mek we say what we have to say come along come mek we do what we have to do come on come mek we do what we have to do come along come mek we do what we have to do to fight this struggle you got to brave to fight this struggle you got to brave come mek we say what we have to say come along come mek we do what we have to do come mek we say what we have to say come along come mek we do what we have to do oh jah rastafari help us oh jah rastafari help us one and all mek we say what we have to say come along come mek we do what we have to do come on come mek we say what we have to say come on come mek we do what we have to do mek we say what we have to say mek we do what we have to do mek we say what we have to say mek we do what we have to do mek we say what we have to say,Sadness
694,Across the Universe,words are flowing out like endless rain into a paper cup they slither while they pass they slip away across the universe pools of sorrow waves of joy are drifting through my opened mind possessing and caressing me jai guru deva om nothings gonna change my world nothings gonna change my world nothings gonna change my world nothings gonna change my world images of broken light which dance before me like a million eyes they call me on and on across the universe thoughts meander like a restless wind inside a letter box they tumble blindly as they make their way across the universe jai guru deva om nothings gonna change my world nothings gonna change my world nothings gonna change my world nothings gonna change my world sounds of laughter shades of life are ringing through my open ears inciting and inviting me limitless undying love which shines around me like a million suns it calls me on and on across the universe jai guru deva om nothings gonna change my world nothings gonna change my world nothings gonna change my world nothings gonna change my world jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva jai guru deva,Sadness
695,Creep,when you were here before couldnt look you in the eye youre just like an angel your skin makes me cry you float like a feather in a beautiful world i wish i was special youre so fuckin special but im a creep im a weirdo what the hell am i doing here i dont belong here i dont care if it hurts i wanna have control i want a perfect body i want a perfect soul i want you to notice when im not around youre so fuckin special i wish i was special but im a creep im a weirdo what the hell am i doing here i dont belong here shes running out the door shes running out she run run run run run whatever makes you happy whatever you want youre so fuckin special i wish i was special but im a creep im a weirdo what the hell am i doing here i dont belong here i dont belong here,Tenderness
696,Forgot About Dre,yall know me still the same og but i been lowkey hated on by most these niggas with no cheese no deals and no gs no wheels and no keys no boats no snowmobiles and no skis mad at me cause i can finally afford to provide my family with groceries got a crib with a studio and its all full of tracks to add to the wall full of plaques hangin up in the office in back of my house like trophies did yall think ima let my dough freeze ho please you better bow down on both knees who you think taught you to smoke trees who you think brought you the oldies eazyes ice cubes and docs the snoop dodoublegs and the group that said motherfuck the police gave you a tape full of dope beats to bump when you stroll through in your hood and when your album sales werent doin too good whos the doctor they told you to go see yall better listen up closely all you niggas that said that i turned pop or the firm flopped yall are the reason that dre aint been gettin no sleep so fuck yall all of yall if yall dont like me blow me yall are gon keep fuckin around with me and turn me back to the old me nowadays everybody wanna talk like they got somethin to say but nothin comes out when they move their lips just a bunch of gibberish and motherfuckers act like they forgot about dre nowadays everybody wanna talk like they got somethin to say but nothin comes out when they move their lips just a bunch of gibberish and motherfuckers act like they forgot about dre so what do you say to somebody you hate what or anyone tryna bring trouble your way wanna resolve things in a bloodier way yup just study a tape of nwa one day i was walkin by with a walkman on when i caught a guy gave me an awkward eye chu lookin at and strangled him up in the parking lot with his karl kani i dont give a fuck if its dark or not im harder than me tryna park a dodge when im drunk as fuck right next to a humongous truck in a twocar garage hoppin out with two broken legs tryna walk it off fuck you too bitch call the cops ima kill you and them loudass motherfuckin barkin dogs and when the cops came through me and dre stood next to a burntdown house with a can full of gas and a hand full of matches and still werent found out right here so from here on out its the chronic ii startin today and tomorrows anew and im still loco enough to choke you to death with a charleston chew chickachickachicka slim shady hotter than a set of twin babies in a mercedes benz with the windows up when the temp goes up to the mid80s callin men ladies sorry doc but i been crazy theres no way that you can save me its okay go with him hailie dada nowadays everybody wanna talk like they got somethin to say but nothin comes out when they move their lips just a bunch of gibberish and motherfuckers act like they forgot about dre nowadays everybody wanna talk like they got somethin to say but nothin comes out when they move their lips just a bunch of gibberish and motherfuckers act like they forgot about dre if it was up to me you motherfuckersd stop comin up to me with your hands out lookin up to me like you want somethin free when my last cd was out you werent bumpin me but now that i got this little company everybody wanna come to me like it was some disease but you wont get a crumb from me cause im from the streets of ccompton compton i told em all all em little gangstas who you think helped mold em all now you wanna run around talkin bout guns like i aint got none what you think i sold em all cause i stay well off now all i get is hate mail all day sayin dre fell off what cause i been in the lab with a pen and a pad tryin to get this damn label off i aint havin that this is the millennium of aftermath it aint gon be nothin after that so give me one more platinum plaque and fuck rap you can have it back so wheres all the mad rappers at its like a jungle in this habitat but all you savage cats know that i was strapped with gats while you were cuddlin a cabbage patch nowadays everybody wanna talk like they got somethin to say but nothin comes out when they move their lips just a bunch of gibberish and motherfuckers act like they forgot about dre nowadays everybody wanna talk like they got somethin to say but nothin comes out when they move their lips just a bunch of gibberish and motherfuckers act like they forgot about dre nowadays everybody wanna talk like they got somethin to say but nothin comes out when they move their lips just a bunch of gibberish and motherfuckers act like they forgot about dre,Tension
697,Ego Trippin’ (Part Two),im buggin eghostbusters mercy mercy ego trip ego trip mercy ego trip ego trip mercy ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah yep yep big trucker mans rollin in town how ya do how ya do i got the joints to make ya jump because im headin eastbound tired of the merry go round and around and everybodys talkin bout youre so funny but they still tellin lies to me i got the trees in my backyard and its hard for them to tell a lie to me and whos the foot im the foot but whos steppin aint no half steppin you know where im steppin skirts play wit it cause im slick like that im the greatest mc in the world you gots to gimme gimme mine cause im heavy when i weigh it watch the way i say it ego trip i change my pitch up smack my bitch up i never did it the flavors bein bought but brothers aint gettin it get it or else youre a goner when i rolls over ya gonna have to wanna lamp cause its the chattanooga champ takin the train takin the train takin the train takin a train now im somethin like a phenomenon im somethin like a phenomenon well im the hourglass cat drug it out of jack for jill cause i spilled the phenomenon pack the holes in my lawn got the girls in my song word is bond im a livin phenomenon well im a better brand cause im a superman i run the block with my circle cause im nubian i got the platinum rust so dont even fuss cause dj paul hes down wit us now people stop takin my stylin for a joke i dont sassafrass i put the foot up their ass sometimes im fast blow off like a seal when they reminisce over you for real mase chopped the record down to the bone and now renee king is on my telephone but i got the ring ring ha ha hey hey cause this type of shit it happens every day i got to make me a connection so my imports stuff word word em up cause im so fly yes on and on im ins like dont rock my yacht i got gills like johnny sail at 7 elf well good for ya bigger than bigs dig it i dug it ways that amazes popes i am the is equals is cause its caught up when the tides taught me the ropes no weights for the baits man ill give you four for a verb unheard of man gimme one more alright you got it if youre special with a dapper toe tapper when a lots goin on and aint a damn thing happenin the answer to the riddle is me and heres the question who can be fresh who can be dope who can be nice who can be beautiful who can be word who can be pos me be the jericho turnpike bandit yes competition try to troupe my way i sing the song you never heard before i feed the famine in the mind so mind ya manners baby i run a line on ya lay ya on the springs then slay ya all this and a condom cause i be a taxpayer promotin of a moccasin i skin like danny boone when i swallow hear the gulp so give me room just give me room back the hell up shorty no mas back the hell up know what im sayin pos or when i run the mic there wont be no delayin pressure 40 does it like a easy bake oven dove blues got the muffin shorty no mas eat it dove blues got the muffin shorty no mas eat it pos intoxicate many wit my talk without intoxicatin myself low so i gots to walk slow but dove dont you get too high ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip ego trip aaah aaah aahh aahh aahh aaah aaah aahh aahh aahh aaah aaah aahh aahh aahh aaah aaah aahh aahh aahh aaah aaah aahh aahh aahh prince paul somebodys cryin i know somebodys cryin whos cryin yo somebodys cryin here trippin down the fuckin stairs yeeaaahhh,Tension
698,John Crow,the eagle find him place in darkness fisherman find him place by the sea light up with that in kingston town mi bredren know you a come home without me every road have a bend every wicked have an end what your hands commit i know your body mus feel in this wicked wicked war your time has come you dont live right you will have no more fun john crow a go nyam your supper soon boy john crow a go lead the children astray john crow a go meet the retribution justice has finally find its way screwface you know that your time has come you dont do right you gonna dead tonight so know i go take you down the road to doom and john crow a go nyam all your supper soon john crow a go nyam your supper soon boy john crow a go lead the children astray john crow a go meet the retribution justice has finally find its way are you worried says the wolf in sheeps clothing try to lead the children astray astray but dont we know a who fi frighten take my hands i will show you the way john crow a go nyam your supper soon boy john crow a go lead the children astray john crow a go meet the retribution justice has finally find a way john crow john crow dont we know who fi frightened john crow john crow somebody a go dead tonight john crow i know who john crow a go nyam your supper soon boy john crow a go lead the children astray john crow a go meet the retribution justice has finally find a way john crow a go nyam your supper soon boy john crow a go lead the children astray john crow a go meet the retribution justice has finally find a way john crow a go nyam your supper soon boy john crow a go lead the children astray john crow a go meet the retribution justice has finally find a way,Sadness
699,Better Boat,i aint lonely but i spend a lot of time alone more than id like to but im okay with stayin home my how the last few months have changed im smilin more despite the pain i breathe in i breathe out got friends to call who let me talk about what aint workin whats still hurtin all the things i feel like cussin out now and then i let it go i ride the waves i cant control im learnin how to build a better boat i hate waitin aint no patience in these hands im not complainin sometimes its hard to change a man i think im stronger than i was i let god do what he does i breathe in i breathe out got friends to call who let me talk about what aint workin whats still hurtin all the things i feel like cussin out now and then i let it go i ride the waves i cant control im learnin how to build a better boat i breathe in i breathe out got friends to call who let me talk about what aint workin whats still hurtin all the things i feel like cussin out now and then i let it go i ride the waves i cant control if its workin i dont know when i get done the thing may not float but im learnin how to build a better boat,Sadness
700,Yes,you can buy her you can buy her this ones here this ones here this ones here and this ones here everythings for sale for sale dumb cunts same dumb questions oh virgins listen all virgins are liars honey and i dont know what im scared of or what i even enjoy dulling get money but nothing turns out like you want it to and in these plagued streets of pity you can buy anything for 200 anyone can conceive a god on video hes a boy you want a girl so tear off his cock tie his hair in bunches fuck him call him rita if you want i eat and i dress and i wash and i can still say thank you puking shaking sinking i still stand for old ladies cant shout cant scream hurt myself to get pain out i t them 247 all year long purgatorys circle drowning here someone will always say yes funny place for the social for the insects to start caring just an ambulance at the bottom of a cliff and in these plagued streets of pity you can buy anything for 200 anyone can conceive a god on video hes a boy you want a girl so tear off his cock tie his hair in bunches fuck him call him rita if you want i eat and i dress and i wash and i can still say thank you puking shaking sinking i still stand for old ladies cant shout cant scream hurt myself to get pain out power produces desire the weak have none theres no lust in this coma even for a fifty solitude solitude the 11th commandment the only certain thing that is left about me there is no part of my body that has not been used pity or pain to show displeasures shame everyone ive loved or hated always seems to leave and in these plagued streets of pity you can buy anything for 200 anyone can conceive a god on video hes a boy you want a girl so tear off his cock tie his hair in bunches fuck him call him rita if you want power produces desire the weak have none theres no lust in this coma even for a fifty solitude solitude the 11th commandment dont hurt just obey lie down do as they say may as well be heaven this hell smells the same these sunless afternoons i cant find myself two dollars you rub her tits three dollars you rub her ass five dollars you can play with her pussy or you can lick her tits choice is yours,Tension
701,She’s A Millionaire,her treasured chest was sunken equally cursed and blessed in her versace dress too eager too impress a vision filled her soap sud hell twin tub on spin lets all her daydreams in and how she wants away from him shes on it shes a millionaire shes on it shes got it shes a millionaire high street prams chariot scene from ben hur push chair rage a customised roll bar cage will help baby come of age so whats in the pram is it teen death bazooka the checkout queue theres no need to argue about who was in front of who shes on it shes a millionaire shes on it shes got it shes a millionaire the ad begs buy bottled water but we know that it tastes of piss should be getting our tampons free diy gynaecology shes on it shes a millionaire shes on it shes got it shes a millionaire,Sadness
702,Never Gonna Be Alone,time is going by so much faster than i and im starting to regret not spending all of it with you now im wondering why ive kept this bottled inside so im starting to regret not telling all of it to you so if i havent yet ive gotta let you know youre never gonna be alone from this moment on if you ever feel like letting go i wont let you fall youre never gonna be alone ill hold you til the hurt is gone and now as long as i can im holding on with both hands cause forever i believe that theres nothing i could need but you so if i havent yet ive gotta let you know youre never gonna be alone from this moment on if you ever feel like letting go i wont let you fall when all hope is gone i know that you can carry on were gonna take the world on ill hold you til the hurt is gone oh youve gotta live every single day like its the only one what if tomorrow never comes dont let it slip away could be our only one you know its only just begun every single day maybe our only one what if tomorrow never comes tomorrow never comes time is going by so much faster than i and im starting to regret not telling all of this to you youre never gonna be alone from this moment on if you ever feel like letting go i wont let you fall when all hope is gone i know that you can carry on were gonna take the world on ill hold you til the hurt is gone im gonna be there always i wont be missing one more day im gonna be there always i wont be missing one more day,Tenderness
703,Play It Again,she was sittin all alone over on the tailgate tan legs swingin by a georgia plate i was lookin for her boyfriend thinkin no way she aint got one soon as i sat down i was fallin in love tryin to pour a little sugar in her dixie cup talkin over the speakers in the back of that truck she jumped up and cut me off she was like oh my god this is my song ive been listenin to the radio all night long sittin round waitin for it to come on and here it is she was like come here boy i wanna dance fore i said a word she was takin my hand spinnin me around till it faded out and she gave me a kiss and she said play it again play it again play it again and i said play it again play it again play it again id gave that dj my last dime if he would have played it just one more time but a little while later we were sittin in the drive in my truck before i walked her to the door i was scannin like a fool am fm xm too but i stopped real quick when i heard that groove man you should have seen her light up she was like oh my god this is my song weve been listenin to the radio all night long i cant believe that it came back on but here it is she was like come here boy i wanna dance fore i said a word she was takin my hand spinnin in the headlights she gave me a goodnight kiss and i said play it again play it again play it again and she said play it again play it again play it again the next friday night we were sittin out under the stars you should have seen her smile when i broke out my guitar she was like oh my god this is my song ive been listenin to the radio all night long sittin round waitin for it to come on and here it is she was like come here boy i wanna dance fore i said a word she was takin my hand spinnin in the headlights she gave me a goodnight kiss and she said play it again play it again play it again and i said play it again play it again play it again yeah play it again play it again play it again somebody play it again play it again play it again,Tenderness
704,Carnation,if you gave me a fresh carnation i would only crush its tender petals with me youll have no escape and at the same time therell be nowhere to settle i trample down all life in my wake i eat it up and take the cake i just avert my eyes to the pain of someones loss helping my gain if you gave me a dream for my pocket youd be plugging in the wrong socket with me theres no room for the future with me theres no room with a view at all i am out of season all year round hear machinery roar to my empty sound touch my heart and feel winter hold my hand and be doomed forever if you gave me a fresh carnation i would only crush its tender petals with me youll have no escape and at the same time therell be nowhere to settle and if youre wondering by now who i am look no further than the mirror because i am the greed and fear and every ounce of hate in you,Sadness
705,Synthetic world,hey you im up from the bayou where wildlife runs free you could say that im country but let me tell you what i see your world is plastic can see through to the other side your cities are made of wood antiques are what youve got inside houses are paper but folks dont hear a word you say friendships like acid it burns burns burns as it slides away so you see my patience is growin thin with this synthetic world were livin in the word imitation is goin cross the nation whats real has become a freak someones tryin to make me weak strange initials to keep me blind psychedelic music to blow my mind so you see my patience is growin thin with this synthetic world were livin in spray to clear the air and its filled with spray makin people die every day now i find im out of place if i only have one face all my friends have more than two no longer must you be you they found out how to transplant maybe it has replaced can so you see my patience is growin thin with this synthetic world were livin in na na na nee na na na na,Tension
706,A Who Responsible?,and the struggle goes on some say the earth will keep on turning dread times are near and im not joking i a warning as we continue that same old moaning the chosen race just keep on begging yeh and i wanna know whos responsible they dont give a damn no mothers joy turn to pain and hollering weeping for their babes and sucklings spirits of the innocent wandering sufferation everlasting but i wanna know whos responsible they dont give a damn no oh papa dem chest keeps on burning fist clench tight a grit dem teeth and blood is boiling the price is high yet they keep on paying the little bundles of love they are all missing and i wanna know whos responsible they dont give a damn no brothers and sisters this plight were facing get involved problems to solved yourselves concerning divided we are so one by one we are falling the front line of the battle is hottest your duties calling i demand to know whos responsible they dont give a damn no talking down south atlanta killings talking down south deptford bombings talking down south azania coming theyll cut your hearts out and im not joking turn no blind eye brothers be willing yeh the front line of the battle is hottest your duties calling,Tension
707,Come Over,verse 1 i turn the tv off to turn it on again staring at the blades of the fan as it spins around counting every crack the clock is wide awake talking to myself anything to make a sound chorus i told you i wouldnt call i told you i wouldnt care but baby climbing the walls gets me nowhere i dont think that i can take this bed getting any colder come over come over come over come over come over verse 2 you can say were done the way you always do its easier to lie to me than to yourself forget about your friends you know theyre gonna say were bad for each other but we aint good for anyone else chorus i told you i wouldnt call i told you i wouldnt care but baby climbing the walls gets me nowhere i dont think that i can take this bed getting any colder come over come over come over come over come over bridge we dont have to miss each other come over we dont have to fix each other come over we dont have to say forever come over you dont have to stay forever come over chorus i told you i wouldnt call i told you i wouldnt care but baby climbing the walls gets me nowhere i dont think that i can take this bed getting any colder come over come over come over come over come over outro come over come over come over come over come over come over come over come over come over come over,Sadness
708,Nothing Can Divide Us,you know baby i love you very very much and i just want you to know that theres nothing can divide us no no hey nothing can divide us nothing separate us nothing can divide us no one can stop me from loving you oh no no one can stop me from loving you nothing can divide us nothing separate us nothing can divide us no one can stop me from loving you oh no no one can stop me from loving you no way cause i was born to love you you were born to love me too and i cant deny it baby i love you more each minute when youre not around im so empty all i need is you beside me there aint no substitute for your company when my night is dark and i see clearly nothing can divide us nothing separate us nothing can divide us no one can stop me from loving you oh no no one can stop me from loving you no way nothing can divide us nothing separate us nothing can divide us no one can stop me from loving you no one can stop me from loving you hey wanna touch me strong strong affection oh what a connection words not enough to express this love infatuation where true love flying high above i never knew that i could love like this not even a moment with you i cant afford to miss oh you bring me joy thank you woman for your love and kindness nothing can divide us nothing separate us nothing can divide us no one can stop me from loving you no one can stop me from loving you no baby nothing can divide us nothing separate us nothing can divide us no one can stop me from loving you no one can stop me from loving you you know i love you more and more each day and wherever you are i swear i wont stray see you make me feel so good baby you will forever mine forever yes im your always through the nights and through the days,Tenderness
709,Answering Machine,try and breathe some life into a letter losing hope well never be together my courage is at its peak you know what i mean how do you say youre okay to an answering machine how do you say good night to an answering machine big towns got its losers small towns got its vices a handful of friends one needs a match one needs some ice callwaiting phone in another time zone how do you say i miss you to an answering machine how do say good night to an answering machine if youd like to make a call please hang up and try again if you need help hang up and then dial the number i get enough of that try and free a slave of ignorance try and teach a whore about romance how do you say i miss you to an answering machine how do you say good night to an answering machine how do you say im lonely to an answering machine the message is very plain oh i hate your answering machine i hate your answering machine i hate your answering machine if youd like to make a call please hang up and try again if you need help if you need help if you need help,Tenderness
710,"Huntin’, Fishin’ & Lovin’ Every Day",woah woah wowooah mmm if i could make a living from walking in the woods you can bet id be sitting pretty good high on a hill looking at a field downwind if i could make a nickel off a turning em bass never worry about the price of gas id be wheeling and dealing and sittin there reeling em in huntin fishin and lovin every day thats the prayer that a country boy prays thank god he made me this way huntin fishin and lovin every day early in the morning late in the evening im getting red dirt rich and flint river paid huntin and fishin and lovin every day id get a little farm pond bus sound of gravel when im backin up pulling the string on a nine point nine two stroke mercury i love it when my baby wants to roll with me throws her boots on climbs in a tree tuckin her hair in my hat and shes ready to go we get to huntin fishin and lovin every day thats the prayer that a country boy prays thank god he made me this way huntin fishin and lovin every day early in the morning late in the evening im getting red dirt rich flint river pay huntin and fishin and lovin every day so while yall are up there breathin in that old dirty air ill be down here knee deep in the muckalee huntin fishin and lovin every day i wanna see them tall pines sway yall close them eyes lets go there in our mind huntin fishin and lovin every day thats the prayer this country boy prays thank god he made me this way huntin fishin and lovin every day black coffee in the morning dark whiskey in the evening i get red dirt rich and flint river pay huntin and fishin and lovin every day come on wont you come along with me wont you come along with me i know you wanna see huntin and fishin and lovin every day yeah,Tension
711,I Get Around,round and round aw yeah round and round round we go i get around round and round still clown with the underground when we come around round and round round we go stronger than ever round and round back to get wrecked all respect to those who break their neck to keep their hoes in check cause oh they sweat a brother majorly and i dont know why your girl keeps pagin me she tell me that she needs me cries when she leaves me and every time she sees me she squeeze melady take it easy hate to sound sleazy but tease me i dont want it if its that easy ayo bust it baby got a problem saying byebye just another hazard of a fly guy you ask why dont matter my pockets got fatter now everybodys lookin for the latter and aint no need in being greedy if you wanna see me dial the beeper number baby when you need me and ill be there in a jiffy dont be picky just be happy with this quickie when will ya learn you cant tie me down baby doll check it out i get around what you mean you dont know round and round around we go i get around the underground just dont stop for hoes round and round i get around still down with the underground round and round around we go i get around yeah ayo shock let them hoes know round and round now you can tell from my everday fits i aint rich so cease and desist with them tricks tricks im just another black man caught up in the mix mix tryna make a dollar out of 15 cents a dime and a nickel just cause im a freak dont mean that we could hit the sheets baby i can see that you dont recognize me im shock g the one who put the satin on your panties never knew a hooker that could share me i get around whats up love how you doin all right well ive been hangin sangin tryna do my thang oh you heard that i was bangin your homegirl you went to school with thats cool but did she tell you about her sister and your cousin thought i wasnt uhh see weekends were made for michelob but its a monday my day so just let me hit it yo and dont mistake my statement for a clown we can keep in the down low long as you know that i get around round and round around we go 2pacalypse now dont stop for hoes i get around round and round round and round around we go why i aint call you hahahah please round and round finger tips on the hips as i dip gotta get a tight grip dont slip loose lips sink ships its a trip i love the way she licks her lips see me jockin put a little twist in her hips cause im watchin conversations on the phone til the break of dawn now were all alone why the lights on turn them off time to set it off get you wet and soft somethin is on your mind let it off you dont know me you just met me you wont let me well if i couldnt have it silly rabbit why you sweatin me its a lot of real gs doin time cause a groupie bent the truth and told a lie you picked the wrong guy baby if youre too fly you need to hit the door search for a new guy cause i only got one night in town break out or be clowned baby doll are you down i get around round and round around we go round and round around we go uhh round and round around we go round and round around we go round and round round we go round and round round we go round and round round we go whoa round and round we go round and round round and round round and round round and round,Tenderness
712,Still D.R.E.,yeah nigga were still fuckin with you still waters run deep still snoop dogg and dre 99 nigga guess whos back still still doin that shit andre oh for sho yeah check me out its still dre day nigga ak nigga though ive grown a lot cant keep it home a lot cause when i frequent the spots that im known to rock you hear the bass from the truck when im on the block ladies they pay homage but haters say dre fell off how nigga my last album was the chronic they wanna know if he still got it they say raps changed they wanna know how i feel about it if you aint up on thangs dr dre is the name im ahead of my game still puffin my leaves still fuck with the beats still not lovin police uhuh still rock my khakis with a cuff and a crease for sho still got love for the streets reppin 213 for life still the beats bang still doin my thang since i left aint too much changed still im representin for them gangstas all across the world still hittin them corners in them lowlows girl still takin my time to perfect the beat and i still got love for the streets its the dre im representin for them gangstas all across the world still hittin them corners in them lowlows girl still takin my time to perfect the beat and i still got love for the streets its the dre since the last time you heard from me i lost some friends well hell me and snoop we dippin again kept my ear to the streets signed eminem hes triple platinum doin 50 a week still i stay close to the heat and even when i was close to defeat i rose to my feet my lifes like a soundtrack i wrote to the beat treat rap like cali weed i smoke til i sleep wake up in the am compose a beat i bring the fire til youre soakin in your seat its not a fluke its been tried im the truth since turn off the lights from the world class wreckin cru im still at it after mathematics in the home of drivebys and akmatics swap meets sticky green and bad traffic i dip through then i get skin dre im representin for them gangstas all across the world still hittin them corners in them lowlows girl still takin my time to perfect the beat and i still got love for the streets its the dre im representin for them gangstas all across the world still hittin them corners in them lowlows girl still takin my time to perfect the beat and i still got love for the streets its the dre it aint nothin but more hot shit another classic cd for yall to vibe with whether youre coolin on the corner with your fly bitch laid back in the shack play this track im representin for the gangstas all across the world still hittin them corners in them lowlows girl ill break your neck damn near put your face in your lap niggas try to be the king but the ace is back so if you aint up on thangs dr dre be the name still runnin the game still got it wrapped like a mummy still aint trippin love to see young blacks get money spend time out the hood take they moms out the hood hit my boys off with jobs no more livin hard barbeques every day drivin fancy cars still gon get mine regardless still im representin for them gangstas all across the world still hittin them corners in them lowlows girl still takin my time to perfect the beat and i still got love for the streets its the dre im representin for them gangstas all across the world still hittin them corners in them lowlows girl still takin my time to perfect the beat and i still got love for the streets its the dre im representin for them gangstas all across the world still hittin them corners in them lowlows girl still takin my time to perfect the beat and i still got love for the streets its the dre right back up in your mothafuckin ass 95 plus four pennies add that shit up dre right back up on top of thangs smoke some with your dogg no stress no seeds no stems no sticks some of that real sticky icky icky ooh wee put it in the air boy yous a fool dr,Sadness
