,title,lyrics,label
198,Killing,killing with flange and with tape and with hendrix and killing with flange and with tape and with help i am the one who cannot ever see cause i am the one who cannot help myself oh youre so bored trying to grab it and you think that you have it and youre wanting to know it and youre trying to show it but you cant have it no you cant have it no you cant have it no you cant have killing with flange and with tape and with hendrix and killing with flange and with tape and with help i am the one who cannot ever see cause i am the one who cannot help myself one two three four kick that fucker out the door got to got to know got to got to know got to got to know got to got to know got to got to know got to got to know got to got to know got to got to know got to got to know got to got to know got to got to know got to got to know,Sad
199,On The Brink,i know ive been whats in your mind you could use it babe if ever i could let you go is that hard to take its not often you soften up enough to smile im damaged im sandwiched in here for a while tomorrow its the last event that youll be a man forget what you thought she meant thank her wish her well im damaged im sandwiched in the tree of light its no wonder im under and no strength to fight if ever there had been a time would you let me know is there enough of you around could you let some go all the love wont deny you youre above all you cry to gave it all i could think of wish youd get what youre on the brink of all the love wont deny you youre above all you cry to gave it all i could think of wish youd get what youre on the brink of all the love,Sad
200,Half The Fun,half the fun of it is that i cant keep up and i lose my breath and whats worse is i dont think im the first any way you like you can do no wrong please just give me five minutes dear lets just pray its not near stay forever i wont last it ill die trying will you suffer a little with me but you would never with a second chance id mess it up again but id do it worse than before cos ive learned so much more about the way we fertilise the roses that were bought to show us how much you care now its easier to care getting past this you have to take it i will wait here please believe me just stop running say youll get help i caught the last flight i had to see ya it cant wait longer hes not your father just a doctor so lick your own wounds,Sad
201,Neon Rainbow,the city lights the pretty lights they can warm the coldest nights all the people going places smiling with electric faces what they find the glow erases and what they lose the glow replaces and life is love in a neon rainbow a neon rainbow moving lines flashing signs blinking faster than the minds leading people with suggestions leaving no unanswered questions you can live without direction and it dont have to be perfection and life is love in a neon rainbow a neon rainbow but in the daytime everything changes nothing remains the same no one smiles anymore and no one will open his door until the night time comes and then the city lights the pretty lights they can warm the coldest nights all the people going places smiling with the electric faces what they find the glow erases and what they lose the glow replaces and life is love in a neon rainbow a neon rainbow a neon rainbow,Happy
202,Brokÿn Nëedle,me and mot were rockin out back in his bedroom underneath a tapestry of a motley crue back in their youth no time to just wake up from dreamin brokyn needle doesnt need no cigarettes cause were that cool basement majesties and desperate hearts yeah but its okay jammin after school cause im gonna be a star i got a muscle shirt and mot has got some black boots pink bandanna glitter jeans and a fake tattoo and youre set dude no time to just wake up from dreamin brokyn needle doesnt need no cigarettes cause were that cool basement majesties and desperate hearts yeah but its okay jammin after school cause im gonna be a star singin are you ready to rock its not a question baby are you ready to rock its not a question baby cause im just filled with somethin its all i got brokyn needle doesnt need no cigarettes cause were that cool basement majesties and desperate hearts yeah but its okay jammin after school cause im gonna be a star,Happy
203,You Are God (Broken Album Version),verse 1 you are god and king youre the master of everything you are royalty robed in majesty holy lamb of god we crown you the lord of lords youre the greatest gift of all thou who has saved us from the fall chorus we praise you for your gift of love we thank you for saving us the comforter for keeping us god in three persons the blessed trinity you are the blessed trinity verse 2 blessed comforter one who leads us and guides the way youre the light of truth i cant live cant live without you father son and holy ghost we cry holy forevermore giver of life hope and peace unto to you we let our praises ring chorus bridge oh the angels bow down and cry holy holy oh lord we worship you and we adore thee oh youre the son of man and the great i am vamp you are the blessed trinity blessed trinity you are the blessed trinity blessed trinity you are the blessed trinity blessed trinity you are the blessed trinity ending holy holy holy lord god almighty early in the morning our song shall rise to thee holy holy holy merciful and mighty ooh son of man and the great i am youre the blessed trinity you are the holy one of israel and i worship you today great i am and the holy one of israel you are the blessed trinity,Happy
204,Crimson And Clover,oh now i dont hardly know her but i think i could love her crimson and clover ah i wish shed come walking over now ive been waiting to show her crimson and clover over and over yes my my such a sweet thing i want to do everything what a beautiful feeling crimson and clover over and over crimson and clover over and over crimson and clover over and over crimson and clover over and over crimson and clover over and over crimson and clover over and over crimson and clover over and over,Happy
205,Don't Go Knockin' On My Door,dont go knock on my door dont go knock on my door time is up no more cheat n lie no more tears to dry you and i were like so byebye finally i am over you totally unblue and i can hear myself saying i am better off without you stronger than ever and iim tellin you now dont go knockin on my door gotta stay away for sure you say you miss me like crazy now but i aint buyin that you better get off my back dont go knockin on my door i can see its no mystery its so clear to me that we had is all history its ok i can sleep at night it will be alright i can hear myself saying i am better off without you stronger than ever and im tellin you now dont go knockin on my door gotta stay away for sure you say you miss me like crazy now but i aint buyin that you better get off my back dont go knockin on my door gotta stay away for sure you say you miss me like crazy now but i aint buyin that you better get off my back dont go knock on my door dont go knock on my door dont go knock on my door do what you want as long as you dont come back dont go knockin on my door gotta stay away for sure and now i aint buyin that you better get off my back dont go knockin on my door gotta stay away for sure you say you miss me like crazy now but i aint buyin that you better get off my back dont go knockin on my door gotta stay away for sure you say you miss me like crazy now but i aint buyin that you better get off my back dont go knockin on my door,Happy
206,Sacrifice for the Slaughtergod,stabbing hacking twisting the knife crushing killing reaping of life covered in remains reeking of death eyes of demon flesh of mortal man tearing the flesh annihilate the enemy bodies torn in half agonizing butchery dead now ablaze burning for the gods to see into the flame sacrifice humanity brutalized and pulverized blood pours from your soul stabbing hacking twisting the knife crushing killing reaping of life covered in entrails reeking of death eyes of a demon flesh of mortal man blood for the slaughtergod taking skulls that will build its throne massacre with no remorse rendering flesh from bone,Sad
207,Cold Blood (LP Version),cruisin downtown shakin her love t and a talkin to me felt my heart drop wheeled a dead stop girl has got me on my knees baby baby babe dont make me wonder wont you let me in she said see you later shot down ill be back again good love is all you need but you dont wanna know cold blood is all you bleed when it cools off you tease it when it gets hot you freeze it cold blood is all you bleed dresses so tight moving to the beat set my feet on fire dream come true i want to give it to you let the flame get higher baby baby youre driving me crazy like a cat in a cage you make me shshshshiver earthquake down town to the blaze good love is all you need give me what i know cold blood is all you bleed when it cools off you tease it when it gets hot you freeze it cold blood is all you bleed you make me so hot i feel my temperature rise dont shoot me down no when it cools off you tease it when it gets hot you freeze it cold blood is all you bleed group participation cold blood is all you bleed cold blood is all you bleed cold blood is all you bleed,Happy
208,Full Of Voices,on some blue lightgreen fields on a long leaking road i confess theres no course that could lead me to you pictures of her in those booklets crawling in my head trolleys madness songs of coastguards cant relieve my speed,Sad
209,Fool For Your Loving,i was born under a bad sign left out in the cold im a lonely man who knows just what it means to lose control but i took all the heartache and turned it into shame now im moving moving on and i aint taking the blame dont come running to me i know ive done all i can a hard loving woman like you just makes a hard loving man so i can say it to you babe ill be a fool for your loving no more a fool for your loving no more im so tired of trying i always end up crying a fool for your loving no more ill be a fool for your loving no more im tired of hiding my feelings you left me lonely too long i gave my heart and you tore it apart oh baby you done me wrong dont come running to me i know ive done all i can a hard loving woman like you just makes a hard loving man so i can say it to you baby ill be a fool for your loving no more fool for your loving no more im so tired of trying i always end up crying a fool for your loving no more ill be a fool for your loving no more ill be a fool for your loving no more no more no more so i can say it to you baby ill be a fool for your loving no more fool for your loving no more im so tired of trying i always end up crying fool for your loving no more a fool for your loving no more no more no more fool for your loving no more fool for your loving no more fool for your loving no more fool for your loving no more fool for your loving no more a fool for your loving no more,Sad
210,If I Run,morning comes and morning goes now its me against the sun the day goes by and darkness grows and its over before its done well i know itll be alright if i just get on the road if i run i can free my worried mind yeah i know on the day i die i will lose my heavy load but i wouldnt want to leave you behind all my time keeps creeping on now ive grown into a man but mr child still wants to run from the cradle to the van oh keep thinking itll be alright if i just get on the road if i run i can free my worried mind keep thinking of the day i die when i lose my heavy load but i wouldnt want to leave you behind no i wouldnt want to leave you behind hey hey oh keep thinking itll be alright if i just get on the road if i run i can free my worried mind keep thinking of the day i die when i lose my heavy load but i wouldnt want to leave you behind oh keep thinking itll be alright if i just get on the road if i run i can free my worried mind keep thinking of the day i die when i lose my heavy load but i wouldnt want to leave you behind but i wouldnt want to leave you behind no i wouldnt want to leave you behind,Happy
211,Guardian Angel,i feel im falling apart cos i know ive lost my guardian angel a fleeting glimpse of your heart losing right from the start no return and things will never be the same tried to find the words that show i sympathise words of comfort words that never critisize though i know youre simply laughing at me i just cant stop and simply let it be where are all those feelings all my yesterdays feelings now i have bring back those bitter ways though i know you wanna turn and blow i just cant stop and simply let you go i feel im falling apart cos i know ive lost my guardian angel a fleeting glimpse of your heart losing right from the start no return and things will never be the same let me see you smile once more that special way warm as summer on a chilly winters day though i know youre simply laughing at me i just cant stop and simply let it be i feel im falling apart cos i know ive lost my guardian angel a fleeting glimpse of your heart losing right from the start no return theres no return and things will never be the same i feel im falling apart cos i know ive lost my guardian angel guardian angel a fleeting glimpse of your heart losing right from the start no return and things will never be the same and things will never be the same,Sad
212,Sending A Message,youre alone youre inside and the north star is hanging above your home its so dark and there is no sound except your heart beating away like a morse code out it goes across the lake the prairie grass lies down in waves a thousand miles are gone when it comes through you know that im sending a message to you catching light as it goes by like comet trails streaking across the sky and ride it down to anywhere you are if im not right there next to you and a word cant travel across the room that anytime youre gone youre gone too far i im sending a message out to you i im sending a message out to you when you heat up the sound hold up your hands the wave comes in at the edge of the land sending a message out to you sending a message a message out to you you smile because you feel it everythings starting to glow and you start to heal it i im sending a message out to you i im sending a message out to you,Happy
213,Something's Missing,im not alone i wish i was cause then id know i was down because i couldnt find a friend around to love me like they do right now they do right now im dizzy from the shopping mall i searched for joy but i bought it all it doesnt help the hunger pain and a thirst id have to drown first to ever satiate somethings missing and i dont know how to fix it somethings missing and i dont know what it is at all when autumn comes it doesnt ask it just walks in where it left you last you never know when it starts until theres fog inside the glass around your summer heart somethings missing and i dont know how to fix it somethings missing and i dont know what it is at all i cant be sure that this state of mine is not of my own design i wish there was an overthecounter test for loneliness like this somethings missing and i dont know how to fix it somethings missing and i dont know what it is no i dont know what it is somethings different and i dont know what it is no i dont know what it is friends check money check a well slept opposite sex guitar check microphone check messages waiting on me when i come home,Sad
214,Weight Of The World (Album Version),i am just an open book for everyone to take a look do my insecurities alarm you and you can fill me up with novicane and lithium to ease my brain but it doesnt seem to change my point of view i was lost and couldnt hear you closed my eyes and couldnt see you but everything about you is revealing you can take the blame from me lock it up without the key dont you know the whole world isnt stealing from you chorus and sometimes she puts the weight of the world on me and she dont notice sometimes she puts the weight of the world yeah yeah yeah yeah if you wondered what you did to me i tangled with security left me in the street for dead and bleeding but your friends all said you went away but i think i got it right today thought that theres a chance that you might need me well do you chorus and you can take that hard look you can take that you can take that and you can take that hard look i am just an open book for everyone to take a look do my insecurities alarm you you can fill me up with novicane lithium to ease my brain but it doesnt seem to change my point of view about you you chorus x2,Sad
215,Judge Boushay Blues,good mornin judge what may be my fine good mornin judge what may be my fine good mornin judge what may be my fine fifty dollars eleven twentynine they arrest me for murder and i aint never harmed a man arrest me for murder and i aint never harmed a man arrest me for forgery and i cant even sign my name arrest me for murder and i aint hurt a man arrest me for murder and i aint harmed a man arrest furry for forgery and he cant even sign his name some got six months some got a solid year some got six months some got a solid year but me and my partner we got lifetime here if i just hada known goin to get so long if i just hada known i was goin to get so long boy if i hada known i was goin to get so long some western country would have been my home western country would have been my home western country would have been my home i know my baby she dont know im here i know my baby she dont know im here boy that baby she dont know im here if she do she sure dont feel my care,Sad
216,Sabotage,i cant stand it i know you planned it ima set it straight this watergate i cant stand rockin when im in here cause your crystal ball aint so crystal clear so while you sit back and wonder why i got this fucking thorn in my side oh my god its a mirage im tellin yall its sabotage so so so so listen up cause you cant say nothin you shot me down with a push of your button but yo im out and im gone ill tell you now i keep it on and on cause what you see you might not get and we can bet so dont you get souped yet scheming on a thing thats a mirage im tryin to tell you now its sabotage listen all of yall this is sabotage listen all of yall this is sabotage listen all of yall this is sabotage listen all of yall this is sabotage i cant stand it i know you planned it ima set it straight this watergate i cant stand rockin when im in this place cause i feel disgrace cause youre all in my face but make no mistakes and i switch up my channel im buddy rich when i fly off the handle what could it be its all a mirage youre scheming on a thing thats sabotage,Sad
217,Pacific Coast Remix,feat ludacris quik gotta keep it a secret woo luda ay man let me ask you somethin man luda you ever have one of them days where you felt like luda you mighta got rid of all the bad seeds in your life luda yknahmean like you just got your paycheck luda paid off a car note or somethin luda just jumped out the shower feelin fresh than a muhfucka luda witcha good shoes on yknahmtalkinbout quik you mean like paid off a cadillac car note luda like a cadillac like you ready to throw a party luda like call erybody you know dont even plan it just do it quik in compton we call that spur of the moment luda well lets do it spur of the moment whattup ludacris well you can bring the drinks a little mo my way more i say on another hot sunny californye day just touched down called up my 818 fo a date with some other bust downs and i cruised up the block car losed up the top i take the breeze quick break the trees feel good as we flippin through the robb repot my baby momma aint trippin on child suppot dj quik well my baby momma is because she see havin kids as a tool for gettin chips thats with or without the dip she told my lawyer shes a nurse but she cant spell school quite frankly shes a motherfuckin fool idiot welcome to the city where you might see thangs like real threats fake breasts negativity hangs over the city like a puppet string pullin you up you think they love you til the director yells cut now they packin you with ice and zippin you up chorus its on tonight get licked get gone tonight kj and for once in my life everythings gonna be alright gd up my mind is freed up kj from the day through the night everythings gonna be alright dj quik now on arabian spruce seagrams bumpy and juice we used to bag and then truce we used to sag and get loose not the kind of cats thats out to steal your bag and your jewels but we check your medication just to see if you cool you cant be dyin on us after you live off of hemp we party hard like ludacris kim and shock and them we in that sunshine state where the bombass hen be and hemp be the beats we flip thee and we pimps thee simply ludacris so stay with me and lets get tipsy rememberin the days on the block sippin whiskey runnin round grinnin runnin round sinnin gettin lit then i wonder why my head kept spinnin but im all grown up now less throwin up now record blowed up so my hood throwed up now lets break loose cause your boys around and tonight we gon celebrate bein alive riiiiight chorus ludacris its just one of those days without a care in the world you aint gotta look mean i know you care for your girl but shes lookin this way and im gonna come get her fresh haircut so im feelin quite kipper cant nothin go wrong cause my straps on my back and if fools wanna scrap then my tool will attack but forget the clickclack aint no need for the steel just a straight house party and some meat on the grill dj quik now if its los angeles watch a boss handle biz ima put this on my kids stupid its an outfit if you aint been around the world keep yo mouth zipped or youll be wonderin where yo house went you see im not normal and im not a homo im mo apt to shoot a porno with you in cornrows and call it more hoes volume 5 volume 6 and show em in the back of my truck at the freaknic trick whatchu workin with chorus repeat 2x,Happy
218,Rock the Spot,chorus homeboys take time and elevate your mind we came to rock the spot rock the spot homegirls inside just let your nature rise we came to rock the spot rock the spot now gabby got the verbal thatll get your little wifey out her girdle in a session with me lightin up a little herbal turtle shell school individuals that listen to me word it well given to the rapper who is livin to be heard and held in a high esteem i get you drunker than your bourbon ale liquor malt my assault learned it well turn the tables of time with my perception building staples of rhyme hear my reflections on a little life im livin in a universe with no beginning to it so it aint an ending and at times i get to diggin into infinite subliminably spirited a nigga with a clip and send it rip indigenous stork has just touched ground rappers organizations get shut down not that i dont wanna see my brothers succeed but rap its like a sport i dominate so follow my lead i be the gift test me hefty lefts be gettin swung cruise like a jet ski up in yo apartment and plop on your couch yall undisputed heavyweight lyrical southpaw chorus its like a lime to a lemonthat rhymes i assemble them at times when im they shine you remember divine forces that refine men women i rhyme for a livin not just for the scrilla man that isnt what its all about really now valid clout uzi mcs i have arguments n fallin outs wit about what its all about aint about foamin out the mouth like a walkin tall can of guinness stout when the battle cries soundin dingding hit em like bingbing eat em like bking yet wit no seasoningbee sting wich yo girl dressed in a gstring shes swingin my way shorty and it sure looks good im cookin up a batch of dopeness like a good cook should i be the jack of trades rappers pray that i dont decapitate after they cash his ass is that an irate great gradea topchoice lyricism hey hit me wit that shell shocked rhythm one time fo the funky rhymes i say two times for the beat and for my dj it dont stop chorus i say we drop it on a one we drop it on a two we comin out fresh and we do it for you you know the deal with blackalicious we dont play from new york ny to streets of la to you know we leave the party wreakin a disaster for the new millie rain like a shower let it seep in your pores oh lord thats scratch rock ya from the top and to the bottom from the bottom to the top cause i grab the mic wit the intent to get ill a natural that you know who is still mrs fields so slide to the side and take it light and throw your hands in the air all night party people in the place i make em suffer to the fallen mcs id be the quicker pickem upper galactic of a nebula im rappin the spectacular attackin whack amateurs n back stabbin salamanders creepin while im peepin on em party time before i used to hit the meetings it was thunderbird wine used to drink the ole now i drink calistoga sober and im older but the world is still gettin colder colder the gift of gab dont stop the way i feel i have just got to rock chorus,Happy
219,So. Central Rain (2006 Digital Remaster),did you never call i waited for your call these rivers of suggestion are driving me away the trees will bend the cities wash away the city on the river there is a girl without a dream im sorry im sorry im sorry im sorry eastern to mountain third party call the lines are down the wise man built his words upon the rocks but im not bound to follow suit the trees will bend the conversations dimmed go build yourself another home this choice isnt mine im sorry im sorry im sorry im sorry did you never call i waited for your call these rivers of suggestion are driving me away the ocean sang the conversations dimmed go build yourself another dream this choice isnt mine im sorry im sorry im sorry im sorry,Sad
220,The Portrait (Live) (Reissue) (Album Version),my mother was obsessed by evil jealousy she didnt want nobody to even look at molly she kept me locked up in this attic till i died only 4 years old my story left untold oh mollyoh molly mother was struck by this infallible idea if she could paint my portrait i would remain immortal and i could hang downstairs above the fireplace a little girl in lace not a single trace of crime solo andy each day and night she worked and autumn turned to spring for every stroke she painted a little life was ended at last i felt so weak i could not even speak but in that fatal portrait my spirit came to lfe again oh molly solo mike theme mike that night i made the portrait speak in evil tongue youre gonna go beyond too may pain and death bestow you she grabbed a book and spoke aloud an ancient rhyme while she burned the portrait in the candle of fate oh molly ive gotta se ma,Sad
221,Careful In Career,careful in career take care i take care its a shame to go away its a shame to go away its a shame to die already looking at you looking in through at me pouring x years of life pouring in ecstasy performance or ecstasy im looking at you looking in through at me ive come so far already ive come so far already so far ive come so far careful in career take care i take care i see the lodgers they are walking hands over my eyes i see you yawning shambling drugged up by the heat and so looking at you looking in through at me pouring x years of life pouring in ecstasy in performance or in ecstasy im looking at you looking in through at me ive come so far already ive come so far already its a shame looking at you looking in through at me all in ecstasy ive come so far already all in ecstasy ive come so far already all in ecstasy ive come so far already ive come so far ive come so far its a shame its a shame looking at you looking in through at me lyrics j kerr music simple minds c emi publishing ltd reproduced without permission,Sad
222,Don't Stop The Music,please dont stop the music please dont stop the music please dont stop the music please dont stop the music its getting late im making my way over to my favorite place i gotta get my body moving shake the stress away i wasnt looking for nobody when you looked my way possible candidate yeah who knew that youd be up in here looking like you do you make and staying over here impossible baby ima say your aura is incredible if you dont have to go dont do you know what you started i just came here to party but now were rockin on the dance floor actin naughty your hands around my waist just let the music play were hand in hand chest to chest and now were face to face i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the music i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the please dont stop the music baby are you ready cuz its gettin close dont you feel the passion ready to explode what goes on between us no one has to know this is a private show do you know what you started i just came here to party but now were rockin on the dance floor actin naughty your hands around my waist just let the music play were hand in hand chest to chest and now were face to face i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the music i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the please dont stop the music please dont stop the music please dont stop the music please dont stop the music please dont stop the music i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the music i wanna take you away lets escape into the music dj let it play i just cant refuse it like the way you do this keep on rockin to it please dont stop the please dont stop the please dont stop the music please dont stop the music please dont stop the music please dont stop the music,Happy
223,Disease,you never saw me comin with your naive eyes youre the right kind of spirit with the right kind of time now you dont pay attention we get off with a bang your reckless obsession washed away all your shine im you disease you embrace my infection when i cross your lips you pretend not to notice when i tighten my grip im your brandnew monkey on your back if you please gonna show you no mercy when i feed your disease im your disease i could never ignore you any time that we meet no sign of it slowin when youre dead on your feet im your brandnew monkey on your back if you please gonna show you no mercy when i feed your disease im your disease,Sad
224,Mama Kin,it aint easy livin like a gypsy tell ya honey how it feels ive been dreamin floatin down stream and losin touch with all thats real whole lotta lover keepin undercover never knowin where you beenoo yeah youve been fadin always out paradin keep in touch with mama kin you always got your tail on the wag spittin fire from your mouth just like a dragon you act like a perpetual drag you better check it out cause someday soon youll have to climb back on the wagon it aint easy livin like you wanna its so hard to find piece of mind yes it is the way i see it you got to say shit but dont forget to drop me a line bald as an egg at eighteen and workin for daddys such a drag you still stuff your mouth with his beans you better check it out or someday soon youll have to climb back on the wagon keep in touch with mama kin tell her where you gone and been livin out your fantasy sleepin late and smokin tea keep in touch with mama kin tell her where you gone and been livin out your fantasy sleepin late and suckin me oh no it aint easy livin like you wanna its so hard to find piece of mind yes it is the way i see it you got to say shit but dont forget to drop me a line bald as an egg at eighteen and workin for daddys just a drag you still stuff your mouth with his beans you better check it out or someday soon youll have to climb back on the wagon keep in touch with mama kin tell her where you gone and been livin out your fantasy sleepin late and smokin tea keep in touch with mama kin tell her where you gone and been livin out your fantasy sleepin late and suckin me ohh ow ow ow yeah ow,Happy
225,Searching For Home,searching for home left all alone lifes on a stroll love comes and gos when will it end nobody knows i chose my road i know im a long way from home searching for home maybe im wrong i know what i feel somewhere its out there in it im real but when will it end nobody knows i chose my road i know im a long way from home searching for home my home searching for home and you said the journies just footsteps home in my head ill never be alone and you said my life will tell a story but im still none the wiser and i cant understand searching for home left all alone i chose my road i know im a long way from home searching for home my home im all alone searching for home,Sad
226,The Reason I Go On,when im feeling down the mention of your name it lifts my spirit up it makes me carry on when i dont have the strength your faith can heal me like the sun that shines you give me light to see catch me cause im falling im so lost inside your love can you hear me calling to your heart cause youre the one the reason i go on could i find the words to tell you how i feel with one look from your eyes i know what heavens worth so id sell everything to hold and touch you youre the air i breath the reason my heart beats catch me cause im falling im so lost inside your love oh can you hear me calling to your heart cause youre the one the reason i go on the reason i go on yeah baby im just dreaming but my hope it keeps me strong oh catch me cause im falling im so lost inside your love oh can you hear me calling to your heart cause youre the one the reason i go on,Happy
227,Cicada,when he was just a little boy he only had one favourite toy and he had nothing on his mind he never left anything behind no as he got older things got worse like hed been born under a curse things started to fall apart they werent like they were at the start no its like a civil war growing up its like a civil war dont turn away its something you cant ignore growing up its like a civil war and now that he was in his teens hed started to learn what life means problems were still appearing they didnt look like disappearing no its like a civil war growing up its like a civil war dont turn away its something you cant ignore growing up its like a civil war growing up its like a civil war dont turn away its something you cant ignore growing up its like a civil war dont turn away its something you cant ignore growing up its like a civil war,Happy
228,The End Of The Line,need more and more tainted misery bleed battle scars chemical affinity reign legacy innocence corrode stain rot away catatonic overload choke asphyxia snuff reality scorch kill the light incinerate celebrity reaper butchery karma amputee bloodline redefined death contagious deity hooked into this deceiver need more and more into the endless fever need more and more new consequence machine you burn through all your gasoline asylum overtime nevermind youve reached the end of the line time choke the clock steal another day die faithfully narcissistic fade away twisted jump the rail shatter the crowd below breaker chase the ghost the latest high to alltime low hooked into this deceiver need more and more into the endless fever need more and more new consequence machine you burn through all your gasoline asylum overtime nevermind youve reached the end of the line drop the hourglass of time spilling sand we will not find as we gather here today we bid farewell the slave becomes the master the slave becomes the master the slave becomes the master yeah the slave becomes the master need more and more right now and everafter need more and more new consequence machine burned through all your gasoline asylum overtime nevermind dead hourglass of time sand we will not ever find we gather here today say goodbye cause youve reached the end of the line the end of the line the end of the line the end of the line youve reached the end of the line,Happy
229,Rice Dream Girl,i was in the safeway store when i saw you in aisle four i swear you looked so nice you were buying milk that was made out of rice i tried to think of something clever to say but you were already walking away in an attempt to get my groove on i offered you my white castle coupon the radio was playing seal i tried to tell you how i feel but then our shopping carts locked wheels and the moment just seemed wrong oh wont you do whats right put your groceries in my car tonight i want to take you home oh with your eyes of blue i want to drink rice milk with you ill be your one and only so we wont be so lonely,Sad
230,Misty Mountains,la la la la la la la ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah in a house on an island theres a tale that must be told of our mysterious misty mountains behind all the songs i wrote lives an old man and his shadow and theyre whistling day and night for whatever whatever its worth for they are whistling for you and i on a ranch in the wildness theres a song that must be sung about a blindfolded angel who never learned the right from wrong and though i dont know enough english to describe its troubled mind but for one thing i am certain is that it sings for you and i and i tried so hard to figure him out but i guess im only human ive been watching him drawing him analyzing him in every way i could possibly think of but that does not really help me you gotta sit back and enjoy you know ochrasy raised and betrayed him now he sits there all alone with his soul and his legend and his epic melodies they are with us when were crying and they are with us when we bleed yes they are with us when were crying and they are with us when we bleed,Happy
231,All I Ever Really Wanted,searching for a lifetime for something to satisfy paid a lot of prices and so many nights i cried in my time of desperation came the simple revelation that was all i ever really wanted was you thought i wanted money and i thought i wanted fame oh my thought it would for fill me thats until it finally came then i sweetly hear you begging me and it only took one second to see all i ever really wanted was you yeah there were times i didnt know what i was to do said i didnt know what to think of you but when i turned around i turned and found you were there all the time i didnt know what or where to go i didnt know what i was to know but you loved till you loved my to the truth yes you loved me like you if there were a moral to the things that i have learned yeah it would be to follow love every move and every turn in a time of second chances what i found at second glance is is that all i ever really wanted was you yeah there were times i didnt know what i was to do i didnt know what to think of you but when i turned around i turned and found you were there all the time i didnt know what or where to go said i didnt know what i was to know but you loved till you loved my to the truth yes you loved me like you yeah if there were a moral for the things that i have learned oh huh it would be to follow love every move and every turn for in a time of second chances what i found at second glance is is that all i ever really wanted you know i found in you oh oh all i ever really wanted somehow i now its true oh huh my all i ever really wanted you know i found in you yeah yeah yeah yeah all i ever really wanted somehow i now its true yeah oh all i ever really wanted was you oh lord,Happy
232,Get Your Hustle On,chorus 2x freaky tah microphone cheka one two one two east coast west coast this is we do get your hustle on yeah matter of fact it aint where you from its where you at freaky tah my names talik i bust a new improved shoes livin freshy 97 its time to flip dont let me go cuz i start to sweat then i smoke a eleven toke why did it get then i start lemon and top more to get got it now i have time to wet up his crib thats on the block niggas wild up in silence they on the block its me freaky tah im lookin at you man my man slide over there yeah he pat you man on you back and he be smilin niggas they be thinkin they be wildin i roll with my nigga p double p if you zonin with him you zonin with me if you peepin at them then you peepin at me i represent the lost to the boyz now now chorus 2x freaky tah niggas wanna zone out let me zone in imma set it off from the bigga in its me freaky tah and i set it niggas be buggin doodoo brown they sweat it i throw on my hoodies my villain boots puttin my team down with this rap scoop puttin my fingers in the ar face get off my face yo get in the race black matter fact yo this is where its at this is where it be now you know me know its the lo to the s t boy z make the def hear by see ooh be in the front back niggas they be buggin lb fam attack now listen to i said it i said it all good i be buggin up in ya neighborhood chorus 2x freaky tah niggas sayin lost boyz aint nuthin but fakes you got your team and they aint nuthin but snakes never got shot never ever caught a case you talk behind my back but then you smile in my face you a fly cat now cuz you pushin a beemer lipe pone eye you aint nuthin but a schemer what u workin wit be the fuckin feds tyty sue this two to your head you know the times you know the deal front me and lets pack the steel and steal you scared as hell all i want to do you better get me cuz im out to get you one on on yo thats how i do im sneaky freaky tah im from the lost boyz crew now one for the tremble two for the bass niggas smilin wylin get out my face chorus 2x,Sad
233,Above Lucium (LP Version),beyondyour sunbeyondmundane fate bind the mass repressionbroken teeth onburnt possessions you fall apartsoul repression without chainsyou falter beyondyour sunbeyondmundane fate neckchains bindthe masses muffled cries wailfrom ashes consulting peacethe unrepentant without chainsthe feral above luciumabove luciumabove lucium lay sonnelionin your mind taste pityfrom the harlots tongue red tunnelcomfort of my lips hate findsheart in submission your crooked waysyour reputation drowned in a mixed emotion might besomething wrong with you beyondyour sunbeyondmundane fate bind the mass repressionbroken teeth onburnt possessions you fall apartsoul repression without chainsyou falter above luciumabove luciumabove lucium lay sonnelionin your mind taste pityfrom the harlots tongue red tunnelcomfort of my lips hate findsheart in submission your crooked waysyour reputation drowned in a mixed emotion might besomething wrong with you lost in the trenches of dreamswaking gleams beyondtreason calling from the void before meslutin the trenches of dreamswaking gleams beyondtreason calling from the void before me slutempty born childfrom the womb is torndeviating formsonnelion is born look beyond meitsits evolved the force shall withdrawthe boundaries beyond meitsits evolved an empty offspringdrove me onan empty offspringdrove me onan empty offspringdrove me onan empty offspringdrove me on above luciumabove luciumabove lucium lay sonnelionin your mind taste pityfrom the harlots tongue red tunnelcomfort of my lips hate findsheart in submission your crooked waysyour reputation drowned in a mixed emotion might besomething wrong with you,Sad
